Invoice/Item Number,Date,Store Number,City,Zip Code,Item Number,Item Description,Pack,Bottle Volume (ml),Bottles Sold,Sale (Dollars),Volume Sold (Liters)
INV-11220700034,03/30/2018,3963,Council Bluffs,51501,26820,Jack Daniels Old #7 Black Lbl Flat,24,375,10,$11.25,3.75
INV-11220700033,03/30/2018,3963,Council Bluffs,51501,89194,Jose Cuervo Especial Reposado Flask,24,375,6,$8.25,2.25
INV-11220700032,03/30/2018,3963,Council Bluffs,51501,89193,Jose Cuervo Especial Reposado Tequila,48,200,4,$4.50,0.80
INV-11220700031,03/30/2018,3963,Council Bluffs,51501,56803,Paul Masson Red Berry Grande Amber,24,200,2,$2.94,0.40
INV-11220700030,03/30/2018,3963,Council Bluffs,51501,56791,Paul Masson Apple Grande Amber Brandy,24,200,3,$2.94,0.60
INV-11220700029,03/30/2018,3963,Council Bluffs,51501,10804,Crown Royal Regal Apple,44,200,4,$7.08,0.80
INV-11220700028,03/30/2018,3963,Council Bluffs,51501,27453,Cinerator Mini,12,500,2,$76.56,1.00
INV-11220700027,03/30/2018,3963,Council Bluffs,51501,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,3000,10,$45.00,30.00
INV-11222500056,03/30/2018,5245,Des Moines,50315,89193,Jose Cuervo Especial Reposado Tequila,48,200,6,$4.50,1.20
INV-11221800003,03/30/2018,3477,Council Bluffs,51501,19068,Jim Beam,6,1750,2,$188.94,3.50
INV-11221800002,03/30/2018,3477,Council Bluffs,51501,19067,Jim Beam,12,1000,1,$226.68,1.00
INV-11221800001,03/30/2018,3477,Council Bluffs,51501,42717,Malibu Coconut Rum,12,1000,2,$188.88,2.00
INV-11221700042,03/30/2018,3629,Council Bluffs,51503,75226,Kinky Red Liqueur,12,750,1,$180.00,0.75
INV-11221700041,03/30/2018,3629,Council Bluffs,51503,57201,Bacardi Classic Cocktail Rum Punch,6,1750,1,$62.82,1.75
INV-11221700040,03/30/2018,3629,Council Bluffs,51503,36650,Caliber Vodka,6,1750,1,$62.28,1.75
INV-11221700039,03/30/2018,3629,Council Bluffs,51503,46142,Caliber Silver Rum,6,1750,1,$66.18,1.75
INV-11221700038,03/30/2018,3629,Council Bluffs,51503,33663,Svedka Strawberry Lemonade,12,750,1,$148.56,0.75
INV-11221700037,03/30/2018,3629,Council Bluffs,51503,75221,Kinky Green Liqueur,6,750,1,$90.00,0.75
INV-11221700036,03/30/2018,3629,Council Bluffs,51503,86749,Ole Smoky Cherry Moonshine,6,750,1,$99.00,0.75
INV-11221700035,03/30/2018,3629,Council Bluffs,51503,27783,Jim Beam Apple,12,750,1,$188.88,0.75
INV-11221700034,03/30/2018,3629,Council Bluffs,51503,10809,Crown Royal Regal Apple,6,1750,1,$287.94,1.75
INV-11221700033,03/30/2018,3629,Council Bluffs,51503,58873,Jose Cuervo Authentic Watermelon Margarita,6,1750,1,$78.66,1.75
INV-11221700032,03/30/2018,3629,Council Bluffs,51503,77880,Smirnoff Sours Watermelon,12,750,1,$148.56,0.75
INV-11221700031,03/30/2018,3629,Council Bluffs,51503,40594,New Amsterdam Peach,12,750,1,$135.00,0.75
INV-11221700030,03/30/2018,3629,Council Bluffs,51503,67006,Midori Melon Liqueur,12,750,1,$206.88,0.75
INV-11221700029,03/30/2018,3629,Council Bluffs,51503,68037,Baileys Original Irish Cream,12,1000,1,$297.00,1.00
INV-11221700028,03/30/2018,3629,Council Bluffs,51503,38178,Titos Handmade Vodka,6,1750,1,$166.62,1.75
INV-11221700027,03/30/2018,3629,Council Bluffs,51503,64868,Fireball Cinnamon Whiskey,6,1750,2,$138.00,3.50
INV-11221700026,03/30/2018,3629,Council Bluffs,51503,34578,Pinnacle Vodka,6,1750,1,$113.34,1.75
INV-11221700025,03/30/2018,3629,Council Bluffs,51503,46506,Kraken Black Spiced Rum,6,1750,1,$146.82,1.75
INV-11221700024,03/30/2018,3629,Council Bluffs,51503,77858,Smirnoff Whipped Cream,12,750,1,$148.56,0.75
INV-11221700023,03/30/2018,3629,Council Bluffs,51503,39866,Smirnoff 100prf,12,750,1,$171.00,0.75
INV-11221700022,03/30/2018,3629,Council Bluffs,51503,27544,Red Stag Black Cherry,12,750,1,$188.88,0.75
INV-11221700021,03/30/2018,3629,Council Bluffs,51503,17958,Evan Williams Yr Str Bourbon,6,1750,1,$139.50,1.75
INV-11221700020,03/30/2018,3629,Council Bluffs,51503,35916,Five O'clock Vodka,12,750,1,$60.72,0.75
INV-11221700019,03/30/2018,3629,Council Bluffs,51503,35318,Barton Vodka,6,1750,5,$62.28,8.75
INV-11221700018,03/30/2018,3629,Council Bluffs,51503,37998,Smirnoff 80prf,6,1750,2,$132.78,3.50
INV-11221700017,03/30/2018,3629,Council Bluffs,51503,24156,Hawkeye Blend Whiskey,12,750,1,$63.00,0.75
INV-11221700016,03/30/2018,3629,Council Bluffs,51503,11788,Black Velvet,6,1750,2,$94.08,3.50
INV-11221700015,03/30/2018,3629,Council Bluffs,51503,52316,Christian Bros Brandy,12,750,1,$106.56,0.75
INV-11221700014,03/30/2018,3629,Council Bluffs,51503,87510,1800 Silver Tequila,12,750,1,$278.28,0.75
INV-11221700013,03/30/2018,3629,Council Bluffs,51503,19026,Jim Beam Black,12,750,1,$271.32,0.75
INV-11221700012,03/30/2018,3629,Council Bluffs,51503,26826,Jack Daniels Old #7 Black Lbl,12,750,2,$280.32,1.50
INV-11221700011,03/30/2018,3629,Council Bluffs,51503,32236,Seagrams Extra Dry Gin,12,750,1,$116.88,0.75
INV-11221700010,03/30/2018,3629,Council Bluffs,51503,56840,Bacardi Party Drinks Hurricane,6,1750,1,$62.82,1.75
INV-11221700009,03/30/2018,3629,Council Bluffs,51503,17956,Evan Williams Str Bourbon,12,750,1,$139.32,0.75
INV-11221700008,03/30/2018,3629,Council Bluffs,51503,56843,Bacardi Party Drinks Zombie,6,1750,2,$62.82,3.50
INV-11221700007,03/30/2018,3629,Council Bluffs,51503,11586,Black Velvet Reserve,12,750,1,$126.00,0.75
INV-11221700006,03/30/2018,3629,Council Bluffs,51503,22156,Wild Turkey 101,12,750,1,$243.00,0.75
INV-11221700005,03/30/2018,3629,Council Bluffs,51503,89496,Margaritaville Gold Tequila,12,750,1,$135.24,0.75
INV-11221700004,03/30/2018,3629,Council Bluffs,51503,52596,E & J Vs,12,750,1,$108.00,0.75
INV-11221700003,03/30/2018,3629,Council Bluffs,51503,25606,Seagrams 7 Crown Bl Whiskey,12,750,1,$126.00,0.75
INV-11221700002,03/30/2018,3629,Council Bluffs,51503,45278,Paramount White Rum,6,1750,1,$70.56,1.75
INV-11221700001,03/30/2018,3629,Council Bluffs,51503,32238,Seagrams Extra Dry Gin,6,1750,1,$107.94,1.75
INV-11221600005,03/30/2018,3629,Council Bluffs,51503,11296,Crown Royal,12,750,1,$280.68,0.75
INV-11221600004,03/30/2018,3629,Council Bluffs,51503,77842,Smirnoff Strawberry,12,750,2,$148.56,1.50
INV-11221600003,03/30/2018,3629,Council Bluffs,51503,43299,Captain Morgan Coconut,12,750,2,$148.68,1.50
INV-11221600002,03/30/2018,3629,Council Bluffs,51503,37998,Smirnoff 80prf,6,1750,7,$132.78,12.25
INV-11221600001,03/30/2018,3629,Council Bluffs,51503,43338,Captain Morgan Spiced Rum,6,1750,9,$162.00,15.75
INV-11221500085,03/30/2018,5314,Council Bluffs,51501,67522,Kahlua Coffee Liqueur Mini,12,500,1,$9.90,0.50
INV-11221500084,03/30/2018,5314,Council Bluffs,51501,36901,McCormick Vodka Mini,6,500,2,$7.05,1.00
INV-11221500083,03/30/2018,5314,Council Bluffs,51501,89191,Jose Cuervo Especial Reposado Tequila Mini,12,500,1,$17.25,0.50
INV-11221500082,03/30/2018,5314,Council Bluffs,51501,53211,Paul Masson Vs Brandy Mini,10,600,1,$10.68,0.60
INV-11221500081,03/30/2018,5314,Council Bluffs,51501,48101,Hennessy Vs Cognac Minis,10,600,1,$42.21,0.60
INV-11221500080,03/30/2018,5314,Council Bluffs,51501,68031,Baileys Original Irish Cream Mini,4,1000,1,$37.88,1.00
INV-11221500079,03/30/2018,5314,Council Bluffs,51501,38180,Titos Handmade Mini,5,600,1,$19.20,0.60
INV-11221500078,03/30/2018,5314,Council Bluffs,51501,75208,Kinky Liqueur Mini,6,500,2,$7.26,1.00
INV-11221500077,03/30/2018,5314,Council Bluffs,51501,36301,Hawkeye Vodka 80 Prf Mini,12,500,2,$6.20,1.00
INV-11221500076,03/30/2018,5314,Council Bluffs,51501,43331,Captain Morgan Spiced Rum Mini,12,500,2,$7.20,1.00
INV-11221500075,03/30/2018,5314,Council Bluffs,51501,11290,Crown Royal Canadian Whisky Mini,10,300,2,$11.03,0.60
INV-11221500074,03/30/2018,5314,Council Bluffs,51501,10803,Crown Royal Regal Apple Mini,10,300,2,$11.03,0.60
INV-11221500073,03/30/2018,5314,Council Bluffs,51501,27453,Cinerator Mini,12,500,4,$6.38,2.00
INV-11221500072,03/30/2018,5314,Council Bluffs,51501,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,2,$13.59,1.00
INV-11221500071,03/30/2018,5314,Council Bluffs,51501,65061,Goldschlager Cinnamon Schnapps Mini,10,600,2,$23.45,1.20
INV-11221500070,03/30/2018,5314,Council Bluffs,51501,89646,Patron Anejo,12,750,1,$46.50,0.75
INV-11221500069,03/30/2018,5314,Council Bluffs,51501,87509,1800 Silver Tequila,12,375,2,$13.44,0.75
INV-11221500068,03/30/2018,5314,Council Bluffs,51501,36886,Mccormick Vodka,12,750,1,$59.64,0.75
INV-11221500067,03/30/2018,5314,Council Bluffs,51501,36904,Mccormick Vodka Pet,24,375,1,$64.80,0.37
INV-11221500066,03/30/2018,5314,Council Bluffs,51501,40593,New Amsterdam Peach,24,375,2,$5.25,0.75
INV-11221500065,03/30/2018,5314,Council Bluffs,51501,40592,New Amsterdam Peach,24,200,2,$3.36,0.40
INV-11221500064,03/30/2018,5314,Council Bluffs,51501,40192,New Amsterdam Pineapple,24,375,2,$5.25,0.75
INV-11221500063,03/30/2018,5314,Council Bluffs,51501,67526,Kahlua Coffee Liqueur,12,750,2,$17.99,1.50
INV-11221500062,03/30/2018,5314,Council Bluffs,51501,65256,Jagermeister Liqueur,12,750,2,$18.08,1.50
INV-11221500061,03/30/2018,5314,Council Bluffs,51501,65254,Jagermeister Liqueur,24,375,4,$9.78,1.50
INV-11221500060,03/30/2018,5314,Council Bluffs,51501,65253,Jagermeister Liqueur,48,200,2,$5.27,0.40
INV-11221500059,03/30/2018,5314,Council Bluffs,51501,43285,Captain Morgan Original Spiced Rum Pet,12,750,2,$13.59,1.50
INV-11221500058,03/30/2018,5314,Council Bluffs,51501,43334,Captain Morgan Spiced Rum,24,375,5,$7.50,1.87
INV-11221500057,03/30/2018,5314,Council Bluffs,51501,43333,Captain Morgan Spiced Rum Pet,48,200,3,$4.13,0.60
INV-11221500056,03/30/2018,5314,Council Bluffs,51501,43025,Admiral Nelson Spiced Rum Traveler,12,750,4,$8.67,3.00
INV-11221500055,03/30/2018,5314,Council Bluffs,51501,73055,Rumchata,12,750,1,$18.75,0.75
INV-11221500054,03/30/2018,5314,Council Bluffs,51501,56195,Paul Masson Peach Grande Amber Brandy,24,375,3,$4.83,1.12
INV-11221500053,03/30/2018,5314,Council Bluffs,51501,53213,Paul Masson Grande Amber Brandy,24,200,1,$2.94,0.20
INV-11221500052,03/30/2018,5314,Council Bluffs,51501,53214,Paul Masson Grande Amber Brandy,24,375,3,$4.83,1.12
INV-11221500051,03/30/2018,5314,Council Bluffs,51501,53216,Paul Masson Grande Amber Brandy,12,750,2,$9.44,1.50
INV-11221500050,03/30/2018,5314,Council Bluffs,51501,48106,Hennessy Vs Cognac,12,750,4,$29.99,3.00
INV-11221500049,03/30/2018,5314,Council Bluffs,51501,48105,Hennessy VS,12,375,3,$15.74,1.12
INV-11221500048,03/30/2018,5314,Council Bluffs,51501,48099,Hennessy VS,24,200,4,$9.36,0.80
INV-11221500047,03/30/2018,5314,Council Bluffs,51501,52593,E & J Vs Brandy,24,200,1,$3.00,0.20
INV-11221500046,03/30/2018,5314,Council Bluffs,51501,52582,E & J Vsop Superior Reserve,12,750,3,$10.86,2.25
INV-11221500045,03/30/2018,5314,Council Bluffs,51501,43123,Bacardi Superior Rum,48,200,2,$3.75,0.40
INV-11221500044,03/30/2018,5314,Council Bluffs,51501,69945,Rumple Minze Peppermint Schnapps Liqueur,12,375,1,$10.89,0.37
INV-11220700026,03/30/2018,3963,Council Bluffs,51501,36908,Mccormick Vodka Pet,6,1750,1,$67.26,1.75
INV-11220700025,03/30/2018,3963,Council Bluffs,51501,35318,Barton Vodka,6,1750,1,$62.28,1.75
INV-11220700024,03/30/2018,3963,Council Bluffs,51501,69658,Dr. Mcgillicuddy's Mentholmint,6,1750,1,$131.94,1.75
INV-11220700023,03/30/2018,3963,Council Bluffs,51501,86888,Southern Comfort PET,6,1750,1,$182.34,1.75
INV-11220700022,03/30/2018,3963,Council Bluffs,51501,24458,Kessler Blend Whiskey,6,1750,1,$99.00,1.75
INV-11220700021,03/30/2018,3963,Council Bluffs,51501,23828,Five Star,6,1750,1,$68.58,1.75
INV-11220700020,03/30/2018,3963,Council Bluffs,51501,86672,Jack Daniel's Tennessee Honey,12,1000,1,$340.08,1.00
INV-11220700019,03/30/2018,3963,Council Bluffs,51501,23827,Five Star,12,1000,1,$79.20,1.00
INV-11220700018,03/30/2018,3963,Council Bluffs,51501,36887,McCormick Vodka,12,1000,1,$74.40,1.00
INV-11220700017,03/30/2018,3963,Council Bluffs,51501,36307,Hawkeye Vodka,12,1000,1,$72.96,1.00
INV-11220700016,03/30/2018,3963,Council Bluffs,51501,11297,Crown Royal Canadian Whisky,12,1000,1,$340.08,1.00
INV-11220700015,03/30/2018,3963,Council Bluffs,51501,24457,Kessler Blend Whiskey,12,1000,1,$129.12,1.00
INV-11220700014,03/30/2018,3963,Council Bluffs,51501,15247,Windsor Canadian,12,1000,4,$9.44,4.00
INV-11220700013,03/30/2018,3963,Council Bluffs,51501,10009,Scoresby Rare Scotch,12,1000,1,$121.32,1.00
INV-11220700012,03/30/2018,3963,Council Bluffs,51501,15627,Jameson,12,1000,6,$28.47,6.00
INV-11220700011,03/30/2018,3963,Council Bluffs,51501,15644,Jameson,24,375,2,$10.11,0.75
INV-11220700010,03/30/2018,3963,Council Bluffs,51501,24466,Kessler Blend Whiskey Traveler,12,750,1,$99.24,0.75
INV-11220700009,03/30/2018,3963,Council Bluffs,51501,10807,Crown Royal Regal Apple,12,750,3,$23.39,2.25
INV-11220700008,03/30/2018,3963,Council Bluffs,51501,11296,Crown Royal,12,750,3,$23.39,2.25
INV-11220700007,03/30/2018,3963,Council Bluffs,51501,67006,Midori Melon Liqueur,12,750,3,$17.24,2.25
INV-11220700006,03/30/2018,3963,Council Bluffs,51501,22156,Wild Turkey 101,12,750,3,$20.25,2.25
INV-11220700005,03/30/2018,3963,Council Bluffs,51501,17956,Evan Williams Str Bourbon,12,750,4,$11.61,3.00
INV-11220700004,03/30/2018,3963,Council Bluffs,51501,86916,Southern Comfort 100prf,12,750,2,$18.23,1.50
INV-11220700003,03/30/2018,3963,Council Bluffs,51501,64866,Fireball Cinnamon Whiskey,12,750,3,$13.50,2.25
INV-11220700002,03/30/2018,3963,Council Bluffs,51501,11786,Black Velvet Traveler,12,750,1,$94.20,0.75
INV-11220700001,03/30/2018,3963,Council Bluffs,51501,23626,Five Star Pet,12,750,1,$63.00,0.75
INV-11220600011,03/30/2018,4476,Council Bluffs,51501,36301,Hawkeye Vodka 80 Prf Mini,12,500,4,$6.20,2.00
INV-11220600010,03/30/2018,4476,Council Bluffs,51501,43031,Bacardi Gold Rum Mini,12,500,6,$8.31,3.00
INV-11220600009,03/30/2018,4476,Council Bluffs,51501,19063,Jim Beam,48,200,1,$252.00,0.20
INV-11220600008,03/30/2018,4476,Council Bluffs,51501,36903,Mccormick Vodka,48,200,2,$81.60,0.40
INV-11220600007,03/30/2018,4476,Council Bluffs,51501,43124,Bacardi Superior Rum,24,375,1,$162.00,0.37
INV-11220600006,03/30/2018,4476,Council Bluffs,51501,37994,Smirnoff 80prf,24,375,1,$171.12,0.37
INV-11220600005,03/30/2018,4476,Council Bluffs,51501,48105,Hennessy VS,12,375,1,$188.88,0.37
INV-11220600004,03/30/2018,4476,Council Bluffs,51501,64864,Fireball Cinnamon Whisky,24,375,2,$192.00,0.75
INV-11220600003,03/30/2018,4476,Council Bluffs,51501,86886,Southern Comfort,12,750,1,$186.00,0.75
INV-11220600002,03/30/2018,4476,Council Bluffs,51501,26826,Jack Daniels Old #7 Black Lbl,12,750,1,$280.32,0.75
INV-11220600001,03/30/2018,4476,Council Bluffs,51501,89196,Jose Cuervo Especial Reposado Tequila,12,750,1,$199.32,0.75
INV-11220500036,03/30/2018,3728,Council Bluffs,51503,69945,Rumple Minze Peppermint Schnapps Liqueur,12,375,2,$10.89,0.75
INV-11220500035,03/30/2018,3728,Council Bluffs,51503,85606,Paramount Blue Curacao,12,750,3,$7.50,2.25
INV-11220500034,03/30/2018,3728,Council Bluffs,51503,38176,Titos Handmade Vodka,12,750,2,$14.46,1.50
INV-11220500033,03/30/2018,3728,Council Bluffs,51503,10807,Crown Royal Regal Apple,12,750,1,$23.39,0.75
INV-11220500032,03/30/2018,3728,Council Bluffs,51503,22156,Wild Turkey 101,12,750,3,$20.25,2.25
INV-11220500026,03/30/2018,3728,Council Bluffs,51503,22151,Wild Turkey 101 Mini,12,500,1,$16.38,0.50
INV-11220500025,03/30/2018,3728,Council Bluffs,51503,10805,Crown Royal Regal Apple,24,375,1,$12.00,0.37
